"id","scientific","english","region","abundance_estimate","abundance_lower","abundance_upper","density_estimate","density_lower","density_upper","areakmsq"
"SAVS","Passerculus sandwichensis","Savannah Sparrow","5 Northern Pacific Rainforest",0.274,0.24,0.301,0.0207,0.0182,0.0227,0.132
"SAVS","Passerculus sandwichensis","Savannah Sparrow","6 Boreal Taiga Plains",6.47,6.17,6.86,0.0547,0.0521,0.058,1.18
"SAVS","Passerculus sandwichensis","Savannah Sparrow","7 Taiga Shield & Hudson Plains",20.2,17.4,22.8,0.135,0.117,0.153,1.49
"SAVS","Passerculus sandwichensis","Savannah Sparrow","8 Boreal Softwood Shield",5.89,5.5,6.3,0.0448,0.0419,0.0479,1.31
"SAVS","Passerculus sandwichensis","Savannah Sparrow","9 Great Basin",0.129,0.115,0.139,0.0234,0.0208,0.0252,0.0552
"SAVS","Passerculus sandwichensis","Savannah Sparrow","10 Northern Rockies",1.44,1.36,1.53,0.0387,0.0364,0.0411,0.372
"SAVS","Passerculus sandwichensis","Savannah Sparrow","11 Prairie Potholes",10.7,10.6,11,0.242,0.238,0.247,0.444
"SAVS","Passerculus sandwichensis","Savannah Sparrow","12 Boreal Hardwood Transition",2.06,1.96,2.14,0.0551,0.0526,0.0574,0.373
"SAVS","Passerculus sandwichensis","Savannah Sparrow","13 Lower Great Lakes/St. Lawrence Plain",1.68,1.63,1.73,0.165,0.16,0.17,0.102
"SAVS","Passerculus sandwichensis","Savannah Sparrow","14 Atlantic Northern Forest",1.16,1.11,1.21,0.0601,0.0576,0.0625,0.193
"SAVS","Passerculus sandwichensis","Savannah Sparrow","6-0 Boreal Taiga Plains, South",5.59,5.39,5.84,0.0739,0.0714,0.0772,0.756
"SAVS","Passerculus sandwichensis","Savannah Sparrow","6-1 Boreal Taiga Plains, North",0.951,0.691,1.11,0.0222,0.0161,0.026,0.428
"SAVS","Passerculus sandwichensis","Savannah Sparrow","7-0 Taiga Shield & Hudson Plains, West",5.11,4.66,6.19,0.0911,0.0832,0.11,0.561
"SAVS","Passerculus sandwichensis","Savannah Sparrow","7-1 Taiga Shield & Hudson Plains, East",14.9,12.3,17.2,0.162,0.133,0.186,0.925
"SAVS","Passerculus sandwichensis","Savannah Sparrow","8-0 Boreal Softwood Shield, West",1.56,1.37,1.77,0.0448,0.0393,0.0509,0.348
"SAVS","Passerculus sandwichensis","Savannah Sparrow","8-1 Boreal Softwood Shield, Ontario",1.14,0.99,1.27,0.0289,0.0251,0.0321,0.395
"SAVS","Passerculus sandwichensis","Savannah Sparrow","8-2 Boreal Softwood Shield, East",2,1.91,2.28,0.0424,0.0403,0.0481,0.473
"SAVS","Passerculus sandwichensis","Savannah Sparrow","8-3 Boreal Softwood Shield, Newfoundland",1.13,0.883,1.39,0.119,0.0935,0.147,0.0945
"SCTA","Piranga olivacea","Scarlet Tanager","Canada",0.657,0.616,0.72,0.0011,0.001,0.0012,6.2
"SCTA","Piranga olivacea","Scarlet Tanager","4 Northwestern Interior Forest",3e-04,1e-04,4e-04,0,0,0,0.546
"SCTA","Piranga olivacea","Scarlet Tanager","5 Northern Pacific Rainforest",0,0,0,0,0,0,0.132
"SCTA","Piranga olivacea","Scarlet Tanager","6 Boreal Taiga Plains",0.0213,0.0099,0.0294,2e-04,1e-04,2e-04,1.18
"SCTA","Piranga olivacea","Scarlet Tanager","7 Taiga Shield & Hudson Plains",0.0093,0.0059,0.0123,1e-04,0,1e-04,1.49
"SCTA","Piranga olivacea","Scarlet Tanager","8 Boreal Softwood Shield",0.0984,0.0742,0.129,7e-04,6e-04,0.001,1.31
"SCTA","Piranga olivacea","Scarlet Tanager","9 Great Basin",0,0,0,0,0,0,0.0552
"SCTA","Piranga olivacea","Scarlet Tanager","10 Northern Rockies",0.0011,5e-04,0.0015,0,0,0,0.372
"SCTA","Piranga olivacea","Scarlet Tanager","11 Prairie Potholes",0.0267,0.0166,0.0377,6e-04,4e-04,8e-04,0.444
"SCTA","Piranga olivacea","Scarlet Tanager","12 Boreal Hardwood Transition",0.316,0.289,0.348,0.0085,0.0077,0.0093,0.373
"SCTA","Piranga olivacea","Scarlet Tanager","13 Lower Great Lakes/St. Lawrence Plain",0.103,0.0957,0.11,0.0101,0.0094,0.0108,0.102
"SCTA","Piranga olivacea","Scarlet Tanager","14 Atlantic Northern Forest",0.0838,0.0712,0.0913,0.0043,0.0037,0.0047,0.193
"SCTA","Piranga olivacea","Scarlet Tanager","6-0 Boreal Taiga Plains, South",0.021,0.0097,0.0288,3e-04,1e-04,4e-04,0.756
"SCTA","Piranga olivacea","Scarlet Tanager","6-1 Boreal Taiga Plains, North",4e-04,1e-04,7e-04,0,0,0,0.428
"SCTA","Piranga olivacea","Scarlet Tanager","7-0 Taiga Shield & Hudson Plains, West",3e-04,0,9e-04,0,0,0,0.561
"SCTA","Piranga olivacea","Scarlet Tanager","7-1 Taiga Shield & Hudson Plains, East",0.0086,0.0055,0.0119,1e-04,1e-04,1e-04,0.925
"SCTA","Piranga olivacea","Scarlet Tanager","8-0 Boreal Softwood Shield, West",0.0039,0.0018,0.0141,1e-04,1e-04,4e-04,0.348
"SCTA","Piranga olivacea","Scarlet Tanager","8-1 Boreal Softwood Shield, Ontario",0.0501,0.0338,0.0692,0.0013,9e-04,0.0018,0.395
"SCTA","Piranga olivacea","Scarlet Tanager","8-2 Boreal Softwood Shield, East",0.0435,0.0332,0.055,9e-04,7e-04,0.0012,0.473
"SCTA","Piranga olivacea","Scarlet Tanager","8-3 Boreal Softwood Shield, Newfoundland",4e-04,0,8e-04,0,0,1e-04,0.0945
"SEWR","Cistothorus platensis","Sedge Wren","Canada",1.61,1.45,1.74,0.0026,0.0023,0.0028,6.2
"SEWR","Cistothorus platensis","Sedge Wren","4 Northwestern Interior Forest",0.0048,0.0014,0.0085,1e-04,0,2e-04,0.546
"SEWR","Cistothorus platensis","Sedge Wren","5 Northern Pacific Rainforest",0,0,0,0,0,0,0.132
"SEWR","Cistothorus platensis","Sedge Wren","6 Boreal Taiga Plains",0.509,0.458,0.555,0.0043,0.0039,0.0047,1.18
"SEWR","Cistothorus platensis","Sedge Wren","7 Taiga Shield & Hudson Plains",0.0542,0.028,0.1,4e-04,2e-04,7e-04,1.49
"SEWR","Cistothorus platensis","Sedge Wren","8 Boreal Softwood Shield",0.44,0.356,0.496,0.0033,0.0027,0.0038,1.31
"SEWR","Cistothorus platensis","Sedge Wren","9 Great Basin",0,0,0,0,0,0,0.0552
"SEWR","Cistothorus platensis","Sedge Wren","10 Northern Rockies",0.0176,0.0087,0.0255,5e-04,2e-04,7e-04,0.372
"SEWR","Cistothorus platensis","Sedge Wren","11 Prairie Potholes",0.499,0.432,0.562,0.0113,0.0097,0.0127,0.444
"SEWR","Cistothorus platensis","Sedge Wren","12 Boreal Hardwood Transition",0.0859,0.0728,0.0963,0.0023,0.002,0.0026,0.373
"SEWR","Cistothorus platensis","Sedge Wren","13 Lower Great Lakes/St. Lawrence Plain",0.0063,0.0049,0.0087,6e-04,5e-04,9e-04,0.102
"SEWR","Cistothorus platensis","Sedge Wren","14 Atlantic Northern Forest",0.002,6e-04,0.0057,1e-04,0,3e-04,0.193
"SEWR","Cistothorus platensis","Sedge Wren","6-0 Boreal Taiga Plains, South",0.501,0.452,0.548,0.0066,0.006,0.0072,0.756
"SEWR","Cistothorus platensis","Sedge Wren","6-1 Boreal Taiga Plains, North",0.0084,0.0022,0.0205,2e-04,1e-04,5e-04,0.428
"SEWR","Cistothorus platensis","Sedge Wren","7-0 Taiga Shield & Hudson Plains, West",0.0456,0.0166,0.0853,8e-04,3e-04,0.0015,0.561
"SEWR","Cistothorus platensis","Sedge Wren","7-1 Taiga Shield & Hudson Plains, East",0.0116,0.0035,0.0192,1e-04,0,2e-04,0.925
"SEWR","Cistothorus platensis","Sedge Wren","8-0 Boreal Softwood Shield, West",0.292,0.226,0.343,0.0084,0.0065,0.0098,0.348
"SEWR","Cistothorus platensis","Sedge Wren","8-1 Boreal Softwood Shield, Ontario",0.137,0.107,0.175,0.0035,0.0027,0.0044,0.395
"SEWR","Cistothorus platensis","Sedge Wren","8-2 Boreal Softwood Shield, East",0.0051,0.0036,0.0087,1e-04,1e-04,2e-04,0.473
"SEWR","Cistothorus platensis","Sedge Wren","8-3 Boreal Softwood Shield, Newfoundland",0,0,0,0,0,0,0.0945
"SOGR","Dendragapus fuliginosus","Sooty Grouse","Canada",0.286,0.242,0.324,5e-04,4e-04,5e-04,6.2
"SOGR","Dendragapus fuliginosus","Sooty Grouse","4 Northwestern Interior Forest",0.0084,0.0036,0.0129,2e-04,1e-04,2e-04,0.546
"SOGR","Dendragapus fuliginosus","Sooty Grouse","5 Northern Pacific Rainforest",0.221,0.181,0.253,0.0167,0.0137,0.0191,0.132
"SOGR","Dendragapus fuliginosus","Sooty Grouse","6 Boreal Taiga Plains",0.0017,5e-04,0.0028,0,0,0,1.18
"SOGR","Dendragapus fuliginosus","Sooty Grouse","7 Taiga Shield & Hudson Plains",0,0,0,0,0,0,1.49
"SOGR","Dendragapus fuliginosus","Sooty Grouse","8 Boreal Softwood Shield",0,0,0,0,0,0,1.31
"SOGR","Dendragapus fuliginosus","Sooty Grouse","9 Great Basin",0.0115,0.0086,0.0141,0.0021,0.0016,0.0026,0.0552
"SOGR","Dendragapus fuliginosus","Sooty Grouse","10 Northern Rockies",0.0404,0.0313,0.0505,0.0011,8e-04,0.0014,0.372
"SOGR","Dendragapus fuliginosus","Sooty Grouse","11 Prairie Potholes",6e-04,1e-04,0.001,0,0,0,0.444
"SOGR","Dendragapus fuliginosus","Sooty Grouse","12 Boreal Hardwood Transition",0,0,0,0,0,0,0.373
"SOGR","Dendragapus fuliginosus","Sooty Grouse","13 Lower Great Lakes/St. Lawrence Plain",0,0,0,0,0,0,0.102
"SOGR","Dendragapus fuliginosus","Sooty Grouse","14 Atlantic Northern Forest",0,0,0,0,0,0,0.193
"SOGR","Dendragapus fuliginosus","Sooty Grouse","6-0 Boreal Taiga Plains, South",0.0017,5e-04,0.0028,0,0,0,0.756
"SOGR","Dendragapus fuliginosus","Sooty Grouse","6-1 Boreal Taiga Plains, North",0,0,0,0,0,0,0.428
"SOGR","Dendragapus fuliginosus","Sooty Grouse","7-0 Taiga Shield & Hudson Plains, West",0,0,0,0,0,0,0.561
"SOGR","Dendragapus fuliginosus","Sooty Grouse","7-1 Taiga Shield & Hudson Plains, East",0,0,0,0,0,0,0.925
"SOGR","Dendragapus fuliginosus","Sooty Grouse","8-0 Boreal Softwood Shield, West",0,0,0,0,0,0,0.348
"SOGR","Dendragapus fuliginosus","Sooty Grouse","8-1 Boreal Softwood Shield, Ontario",0,0,0,0,0,0,0.395
"SOGR","Dendragapus fuliginosus","Sooty Grouse","8-2 Boreal Softwood Shield, East",0,0,0,0,0,0,0.473
"SOGR","Dendragapus fuliginosus","Sooty Grouse","8-3 Boreal Softwood Shield, Newfoundland",0,0,0,0,0,0,0.0945
"SOSA","Tringa solitaria","Solitary Sandpiper","Canada",2.73,2.1,3.26,0.0044,0.0034,0.0052,6.2
"SOSA","Tringa solitaria","Solitary Sandpiper","4 Northwestern Interior Forest",0.454,0.29,0.537,0.0083,0.0053,0.0098,0.546
"SOSA","Tringa solitaria","Solitary Sandpiper","5 Northern Pacific Rainforest",0.0142,0.0068,0.031,0.0011,5e-04,0.0023,0.132
"SOSA","Tringa solitaria","Solitary Sandpiper","6 Boreal Taiga Plains",0.92,0.75,1.13,0.0078,0.0063,0.0095,1.18
"SOSA","Tringa solitaria","Solitary Sandpiper","7 Taiga Shield & Hudson Plains",0.903,0.402,1.24,0.0061,0.0027,0.0083,1.49
"SOSA","Tringa solitaria","Solitary Sandpiper","8 Boreal Softwood Shield",0.312,0.214,0.394,0.0024,0.0016,0.003,1.31
"SOSA","Tringa solitaria","Solitary Sandpiper","9 Great Basin",0.0065,0.0041,0.009,0.0012,7e-04,0.0016,0.0552
"SOSA","Tringa solitaria","Solitary Sandpiper","10 Northern Rockies",0.117,0.0882,0.15,0.0031,0.0024,0.004,0.372
"SOSA","Tringa solitaria","Solitary Sandpiper","11 Prairie Potholes",0.0415,0.021,0.0518,9e-04,5e-04,0.0012,0.444
"SOSA","Tringa solitaria","Solitary Sandpiper","12 Boreal Hardwood Transition",0.0049,0.0018,0.0106,1e-04,0,3e-04,0.373
"SOSA","Tringa solitaria","Solitary Sandpiper","13 Lower Great Lakes/St. Lawrence Plain",0,0,1e-04,0,0,0,0.102
"SOSA","Tringa solitaria","Solitary Sandpiper","14 Atlantic Northern Forest",1e-04,0,7e-04,0,0,0,0.193
"SOSA","Tringa solitaria","Solitary Sandpiper","6-0 Boreal Taiga Plains, South",0.415,0.318,0.474,0.0055,0.0042,0.0063,0.756
"SOSA","Tringa solitaria","Solitary Sandpiper","6-1 Boreal Taiga Plains, North",0.515,0.336,0.739,0.012,0.0079,0.0173,0.428
"SOSA","Tringa solitaria","Solitary Sandpiper","7-0 Taiga Shield & Hudson Plains, West",0.394,0.136,0.581,0.007,0.0024,0.0104,0.561
"SOSA","Tringa solitaria","Solitary Sandpiper","7-1 Taiga Shield & Hudson Plains, East",0.569,0.12,0.744,0.0062,0.0013,0.008,0.925
"SOSA","Tringa solitaria","Solitary Sandpiper","8-0 Boreal Softwood Shield, West",0.161,0.0976,0.226,0.0046,0.0028,0.0065,0.348
"SOSA","Tringa solitaria","Solitary Sandpiper","8-1 Boreal Softwood Shield, Ontario",0.0458,0.019,0.0756,0.0012,5e-04,0.0019,0.395
"SOSA","Tringa solitaria","Solitary Sandpiper","8-2 Boreal Softwood Shield, East",0.0814,0.0395,0.166,0.0017,8e-04,0.0035,0.473
"SOSA","Tringa solitaria","Solitary Sandpiper","8-3 Boreal Softwood Shield, Newfoundland",4e-04,0,0.0019,0,0,2e-04,0.0945
"SOSP","Melospiza melodia","Song Sparrow","Canada",37.8,36.8,38.3,0.0609,0.0593,0.0618,6.2
"SOSP","Melospiza melodia","Song Sparrow","4 Northwestern Interior Forest",0.279,0.179,0.411,0.0051,0.0033,0.0075,0.546
"SOSP","Melospiza melodia","Song Sparrow","5 Northern Pacific Rainforest",1.14,1.08,1.21,0.0859,0.0821,0.0912,0.132
"SOSP","Melospiza melodia","Song Sparrow","6 Boreal Taiga Plains",5.45,5.21,5.59,0.0461,0.0441,0.0472,1.18
"SOSP","Melospiza melodia","Song Sparrow","7 Taiga Shield & Hudson Plains",1.92,1.51,2.34,0.0129,0.0101,0.0157,1.49
"SOSP","Melospiza melodia","Song Sparrow","8 Boreal Softwood Shield",7.25,6.76,7.71,0.0551,0.0514,0.0587,1.31
"SOSP","Melospiza melodia","Song Sparrow","9 Great Basin",0.43,0.408,0.462,0.0779,0.0739,0.0838,0.0552
"SOSP","Melospiza melodia","Song Sparrow","10 Northern Rockies",1.93,1.84,2.09,0.0518,0.0494,0.0562,0.372
"SOSP","Melospiza melodia","Song Sparrow","11 Prairie Potholes",5.07,4.95,5.28,0.114,0.112,0.119,0.444
"SOSP","Melospiza melodia","Song Sparrow","12 Boreal Hardwood Transition",5.35,5.1,5.54,0.143,0.136,0.149,0.373
"SOSP","Melospiza melodia","Song Sparrow","13 Lower Great Lakes/St. Lawrence Plain",4.41,4.35,4.48,0.433,0.428,0.44,0.102
"SOSP","Melospiza melodia","Song Sparrow","14 Atlantic Northern Forest",4.47,4.37,4.57,0.231,0.226,0.236,0.193
"SOSP","Melospiza melodia","Song Sparrow","6-0 Boreal Taiga Plains, South",5.32,5.11,5.46,0.0704,0.0676,0.0723,0.756
"SOSP","Melospiza melodia","Song Sparrow","6-1 Boreal Taiga Plains, North",0.11,0.0512,0.194,0.0026,0.0012,0.0045,0.428
"SOSP","Melospiza melodia","Song Sparrow","7-0 Taiga Shield & Hudson Plains, West",0.772,0.568,0.926,0.0138,0.0101,0.0165,0.561
"SOSP","Melospiza melodia","Song Sparrow","7-1 Taiga Shield & Hudson Plains, East",1.12,0.76,1.51,0.0121,0.0082,0.0163,0.925
"SOSP","Melospiza melodia","Song Sparrow","8-0 Boreal Softwood Shield, West",2.07,1.83,2.25,0.0594,0.0525,0.0645,0.348
"SOSP","Melospiza melodia","Song Sparrow","8-1 Boreal Softwood Shield, Ontario",2.55,2.34,2.82,0.0647,0.0592,0.0715,0.395
"SOSP","Melospiza melodia","Song Sparrow","8-2 Boreal Softwood Shield, East",2.6,2.28,2.8,0.055,0.0482,0.0593,0.473
"SOSP","Melospiza melodia","Song Sparrow","8-3 Boreal Softwood Shield, Newfoundland",0.0461,0.0083,0.0898,0.0049,9e-04,0.0095,0.0945
"SPSA","Actitis macularius","Spotted Sandpiper","Canada",3.71,3.29,4.2,0.006,0.0053,0.0068,6.2
"SPSA","Actitis macularius","Spotted Sandpiper","4 Northwestern Interior Forest",0.456,0.38,0.547,0.0083,0.007,0.01,0.546
"SPSA","Actitis macularius","Spotted Sandpiper","5 Northern Pacific Rainforest",0.134,0.119,0.163,0.0102,0.009,0.0123,0.132
"SPSA","Actitis macularius","Spotted Sandpiper","6 Boreal Taiga Plains",0.532,0.44,0.635,0.0045,0.0037,0.0054,1.18
"SPSA","Actitis macularius","Spotted Sandpiper","7 Taiga Shield & Hudson Plains",1.06,0.652,1.5,0.0071,0.0044,0.0101,1.49
"SPSA","Actitis macularius","Spotted Sandpiper","8 Boreal Softwood Shield",0.521,0.434,0.622,0.004,0.0033,0.0047,1.31
"SPSA","Actitis macularius","Spotted Sandpiper","9 Great Basin",0.0834,0.0713,0.0946,0.0151,0.0129,0.0171,0.0552
"SPSA","Actitis macularius","Spotted Sandpiper","10 Northern Rockies",0.504,0.455,0.565,0.0135,0.0122,0.0152,0.372
"SPSA","Actitis macularius","Spotted Sandpiper","11 Prairie Potholes",0.208,0.187,0.249,0.0047,0.0042,0.0056,0.444
"SPSA","Actitis macularius","Spotted Sandpiper","12 Boreal Hardwood Transition",0.102,0.0886,0.12,0.0027,0.0024,0.0032,0.373
"SPSA","Actitis macularius","Spotted Sandpiper","13 Lower Great Lakes/St. Lawrence Plain",0.0514,0.0447,0.0579,0.005,0.0044,0.0057,0.102
"SPSA","Actitis macularius","Spotted Sandpiper","14 Atlantic Northern Forest",0.0621,0.0525,0.0722,0.0032,0.0027,0.0037,0.193
"SPSA","Actitis macularius","Spotted Sandpiper","6-0 Boreal Taiga Plains, South",0.364,0.329,0.403,0.0048,0.0043,0.0053,0.756
"SPSA","Actitis macularius","Spotted Sandpiper","6-1 Boreal Taiga Plains, North",0.166,0.0796,0.25,0.0039,0.0019,0.0058,0.428
"SPSA","Actitis macularius","Spotted Sandpiper","7-0 Taiga Shield & Hudson Plains, West",0.77,0.457,0.96,0.0137,0.0082,0.0171,0.561
"SPSA","Actitis macularius","Spotted Sandpiper","7-1 Taiga Shield & Hudson Plains, East",0.387,0.0825,0.665,0.0042,9e-04,0.0072,0.925
"SPSA","Actitis macularius","Spotted Sandpiper","8-0 Boreal Softwood Shield, West",0.255,0.197,0.327,0.0073,0.0057,0.0094,0.348
"SPSA","Actitis macularius","Spotted Sandpiper","8-1 Boreal Softwood Shield, Ontario",0.109,0.0784,0.143,0.0028,0.002,0.0036,0.395
"SPSA","Actitis macularius","Spotted Sandpiper","8-2 Boreal Softwood Shield, East",0.102,0.0725,0.135,0.0022,0.0015,0.0028,0.473
"SPSA","Actitis macularius","Spotted Sandpiper","8-3 Boreal Softwood Shield, Newfoundland",0.0462,0.0335,0.0662,0.0049,0.0035,0.007,0.0945
"SWSP","Melospiza georgiana","Swamp Sparrow","Canada",25.2,24.4,27.1,0.0406,0.0394,0.0437,6.2
"SWSP","Melospiza georgiana","Swamp Sparrow","4 Northwestern Interior Forest",0.262,0.201,0.327,0.0048,0.0037,0.006,0.546
"SWSP","Melospiza georgiana","Swamp Sparrow","5 Northern Pacific Rainforest",0.0022,8e-04,0.008,2e-04,1e-04,6e-04,0.132
"SWSP","Melospiza georgiana","Swamp Sparrow","6 Boreal Taiga Plains",3.67,3.35,4.03,0.031,0.0283,0.034,1.18
"SWSP","Melospiza georgiana","Swamp Sparrow","7 Taiga Shield & Hudson Plains",8.9,8.21,10.3,0.0598,0.0552,0.0693,1.49
"SWSP","Melospiza georgiana","Swamp Sparrow","8 Boreal Softwood Shield",8.41,7.93,9.01,0.064,0.0603,0.0685,1.31
"SWSP","Melospiza georgiana","Swamp Sparrow","9 Great Basin",6e-04,2e-04,0.0014,1e-04,0,3e-04,0.0552
"SWSP","Melospiza georgiana","Swamp Sparrow","10 Northern Rockies",0.0663,0.0472,0.0915,0.0018,0.0013,0.0025,0.372
"SWSP","Melospiza georgiana","Swamp Sparrow","11 Prairie Potholes",0.638,0.561,0.709,0.0144,0.0126,0.016,0.444
"SWSP","Melospiza georgiana","Swamp Sparrow","12 Boreal Hardwood Transition",2.13,2.08,2.23,0.057,0.0557,0.0596,0.373
"SWSP","Melospiza georgiana","Swamp Sparrow","13 Lower Great Lakes/St. Lawrence Plain",0.489,0.466,0.52,0.0481,0.0458,0.0511,0.102
"SWSP","Melospiza georgiana","Swamp Sparrow","14 Atlantic Northern Forest",0.623,0.573,0.665,0.0323,0.0297,0.0344,0.193
"SWSP","Melospiza georgiana","Swamp Sparrow","6-0 Boreal Taiga Plains, South",2.44,2.16,2.62,0.0323,0.0286,0.0346,0.756
"SWSP","Melospiza georgiana","Swamp Sparrow","6-1 Boreal Taiga Plains, North",1.27,1,1.52,0.0297,0.0235,0.0356,0.428
"SWSP","Melospiza georgiana","Swamp Sparrow","7-0 Taiga Shield & Hudson Plains, West",2.87,2.53,3.37,0.0512,0.0451,0.0601,0.561
"SWSP","Melospiza georgiana","Swamp Sparrow","7-1 Taiga Shield & Hudson Plains, East",6.03,5.19,7.36,0.0651,0.0561,0.0796,0.925
"SWSP","Melospiza georgiana","Swamp Sparrow","8-0 Boreal Softwood Shield, West",2.68,2.4,2.99,0.077,0.0689,0.0858,0.348
"SWSP","Melospiza georgiana","Swamp Sparrow","8-1 Boreal Softwood Shield, Ontario",2.44,2.26,2.66,0.0619,0.0573,0.0674,0.395
"SWSP","Melospiza georgiana","Swamp Sparrow","8-2 Boreal Softwood Shield, East",2.16,2.02,2.4,0.0457,0.0427,0.0506,0.473
"SWSP","Melospiza georgiana","Swamp Sparrow","8-3 Boreal Softwood Shield, Newfoundland",1.15,0.919,1.25,0.121,0.0973,0.132,0.0945
"SWTH","Catharus ustulatus","Swainson's Thrush","Canada",126,124,129,0.204,0.2,0.208,6.2
"SWTH","Catharus ustulatus","Swainson's Thrush","4 Northwestern Interior Forest",20.6,20.1,21.4,0.378,0.369,0.392,0.546
"SWTH","Catharus ustulatus","Swainson's Thrush","5 Northern Pacific Rainforest",5.57,5.33,5.75,0.421,0.403,0.435,0.132
"SWTH","Catharus ustulatus","Swainson's Thrush","6 Boreal Taiga Plains",24.8,23.8,25.5,0.209,0.201,0.215,1.18
"SWTH","Catharus ustulatus","Swainson's Thrush","7 Taiga Shield & Hudson Plains",21.6,20.8,23.1,0.145,0.14,0.155,1.49
"SWTH","Catharus ustulatus","Swainson's Thrush","8 Boreal Softwood Shield",27.5,26.6,28.8,0.209,0.203,0.219,1.31
"SWTH","Catharus ustulatus","Swainson's Thrush","9 Great Basin",1.99,1.9,2.06,0.361,0.345,0.373,0.0552
"SWTH","Catharus ustulatus","Swainson's Thrush","10 Northern Rockies",14.4,14,14.7,0.387,0.376,0.394,0.372
"SWTH","Catharus ustulatus","Swainson's Thrush","11 Prairie Potholes",0.889,0.723,1,0.0201,0.0163,0.0226,0.444
"SWTH","Catharus ustulatus","Swainson's Thrush","12 Boreal Hardwood Transition",5.24,5,5.64,0.14,0.134,0.151,0.373
"SWTH","Catharus ustulatus","Swainson's Thrush","13 Lower Great Lakes/St. Lawrence Plain",0.246,0.215,0.262,0.0241,0.0211,0.0258,0.102
"SWTH","Catharus ustulatus","Swainson's Thrush","14 Atlantic Northern Forest",3.34,3.15,3.47,0.173,0.163,0.18,0.193
"SWTH","Catharus ustulatus","Swainson's Thrush","6-0 Boreal Taiga Plains, South",11.8,11.5,12.1,0.156,0.152,0.16,0.756
"SWTH","Catharus ustulatus","Swainson's Thrush","6-1 Boreal Taiga Plains, North",13,12.3,13.6,0.303,0.287,0.318,0.428
"SWTH","Catharus ustulatus","Swainson's Thrush","7-0 Taiga Shield & Hudson Plains, West",6.93,6.54,7.38,0.124,0.116,0.132,0.561
"SWTH","Catharus ustulatus","Swainson's Thrush","7-1 Taiga Shield & Hudson Plains, East",14.5,14,16,0.157,0.151,0.173,0.925
"SWTH","Catharus ustulatus","Swainson's Thrush","8-0 Boreal Softwood Shield, West",4.09,3.85,4.38,0.117,0.11,0.126,0.348
"SWTH","Catharus ustulatus","Swainson's Thrush","8-1 Boreal Softwood Shield, Ontario",8.06,7.45,8.96,0.204,0.189,0.227,0.395
"SWTH","Catharus ustulatus","Swainson's Thrush","8-2 Boreal Softwood Shield, East",14.4,13.6,15.3,0.304,0.288,0.323,0.473
"SWTH","Catharus ustulatus","Swainson's Thrush","8-3 Boreal Softwood Shield, Newfoundland",0.992,0.794,1.19,0.105,0.0841,0.126,0.0945
"TEWA","Oreothlypis peregrina","Tennessee Warbler","Canada",113,112,116,0.182,0.18,0.187,6.2
"TEWA","Oreothlypis peregrina","Tennessee Warbler","4 Northwestern Interior Forest",9.11,8.61,9.72,0.167,0.158,0.178,0.546
"TEWA","Oreothlypis peregrina","Tennessee Warbler","5 Northern Pacific Rainforest",0.161,0.122,0.202,0.0122,0.0093,0.0153,0.132
"TEWA","Oreothlypis peregrina","Tennessee Warbler","6 Boreal Taiga Plains",40.6,39.6,41.9,0.343,0.335,0.354,1.18
"TEWA","Oreothlypis peregrina","Tennessee Warbler","7 Taiga Shield & Hudson Plains",27.9,26.7,30.2,0.187,0.18,0.203,1.49
"TEWA","Oreothlypis peregrina","Tennessee Warbler","8 Boreal Softwood Shield",29.6,28.9,30.5,0.226,0.22,0.232,1.31
"TEWA","Oreothlypis peregrina","Tennessee Warbler","9 Great Basin",0.0642,0.0231,0.0842,0.0116,0.0042,0.0153,0.0552
"TEWA","Oreothlypis peregrina","Tennessee Warbler","10 Northern Rockies",2.15,1.98,2.39,0.0577,0.0533,0.0641,0.372
"TEWA","Oreothlypis peregrina","Tennessee Warbler","11 Prairie Potholes",1.22,0.944,1.46,0.0276,0.0213,0.033,0.444
"TEWA","Oreothlypis peregrina","Tennessee Warbler","12 Boreal Hardwood Transition",1.66,1.41,1.84,0.0444,0.0378,0.0493,0.373
"TEWA","Oreothlypis peregrina","Tennessee Warbler","13 Lower Great Lakes/St. Lawrence Plain",0.072,0.0663,0.0829,0.0071,0.0065,0.0081,0.102
"TEWA","Oreothlypis peregrina","Tennessee Warbler","14 Atlantic Northern Forest",0.616,0.567,0.683,0.0319,0.0294,0.0354,0.193
"TEWA","Oreothlypis peregrina","Tennessee Warbler","6-0 Boreal Taiga Plains, South",24.6,24,25,0.326,0.318,0.33,0.756
"TEWA","Oreothlypis peregrina","Tennessee Warbler","6-1 Boreal Taiga Plains, North",16.1,15.3,17.4,0.377,0.358,0.406,0.428
"TEWA","Oreothlypis peregrina","Tennessee Warbler","7-0 Taiga Shield & Hudson Plains, West",14.7,13.9,16.1,0.263,0.248,0.288,0.561
"TEWA","Oreothlypis peregrina","Tennessee Warbler","7-1 Taiga Shield & Hudson Plains, East",13.1,11.7,14.9,0.142,0.127,0.161,0.925
"TEWA","Oreothlypis peregrina","Tennessee Warbler","8-0 Boreal Softwood Shield, West",14.3,13.6,14.7,0.41,0.391,0.422,0.348
"TEWA","Oreothlypis peregrina","Tennessee Warbler","8-1 Boreal Softwood Shield, Ontario",4.67,4.36,4.96,0.118,0.11,0.126,0.395
